#{"t_start": 1777558614.22294, "env_id": "LunarLander-v3"}
r,l,t
-62.253713,82,38.720176
-100.878395,90,38.757178
-72.521276,87,38.79835
-114.912568,115,38.84135
-57.351624,66,38.88151
-49.241833,77,38.916631
-54.332302,69,38.953706
-81.324588,70,39.001811
1.999521,115,39.06485
-90.346128,90,39.118226
-142.138415,106,39.157238
-103.875271,114,39.223423
-62.300235,103,39.262423
-96.088227,98,39.303485
-83.971955,105,39.356517
-112.879875,99,39.412584
-99.069537,71,39.460721
-81.42951,68,39.499824
-22.150364,133,39.559016
-78.763362,106,39.612086
-240.536181,106,39.653224
-83.678697,73,39.695294
-46.693002,85,39.740407
-50.796656,63,39.763407
-59.900467,92,39.80446
-199.182356,109,39.853726
-54.284621,75,39.903843
-95.574569,117,39.975039
-109.775964,94,40.031125
-70.504732,75,40.078124
-52.545468,99,40.130292
-11.021279,126,40.177293
-35.483361,108,40.235439
-98.374405,83,40.26756
-358.871756,140,40.336608
-190.31421,172,40.398769
-66.328192,100,40.446554
-59.017998,85,40.498674
-53.915171,71,40.533674
-68.807145,61,40.574717
-52.201793,70,40.616757
-58.517846,113,40.674867
-60.337618,105,40.724989
-261.543277,112,40.769055
-79.389979,91,40.815169
-47.427305,77,40.85329
-69.902431,66,40.888402
-62.691205,88,40.923401
-67.702315,64,40.960398
-73.278257,83,40.998679
-31.071179,118,41.067678
-71.58978,105,41.13572
-64.923084,107,41.187843
-65.897345,98,41.237975
-94.2057,77,41.286975
14.177263,122,41.35114
-149.119402,133,41.417144
-76.290603,69,41.447213
-104.633193,84,41.476213
-29.261844,107,41.528276
-136.123328,93,41.581506
-254.097297,134,41.662551
-93.922323,70,41.688607
-108.226193,143,41.747655
-122.013358,100,41.797753
-25.209601,127,41.87292
-100.763251,106,41.9262
-58.69983,126,41.982238
-62.376916,108,42.035238
-62.176828,66,42.060238
-113.961947,106,42.111238
-55.136757,96,42.148238
-53.499437,83,42.178285
-47.36965,102,42.230285
-83.337522,101,42.278328
-31.693893,100,42.338329
-79.3907,134,42.417371
-63.095188,71,42.449371
-58.789301,75,42.49184
-48.390676,83,42.541937
-107.899954,72,42.573067
-84.865884,126,42.645112
-67.675036,112,42.693236
-70.430534,137,42.759385
-105.12552,77,42.792529
-98.783403,101,42.844576
-86.948085,99,42.896705
-64.866791,127,42.940814
-48.650246,143,43.005966
-126.369788,80,43.041108
-89.583902,98,43.078265
-25.322245,97,43.124331
-28.026948,86,43.155724
-108.664804,129,43.227811
-40.083647,113,43.291984
-81.153391,68,43.334182
-192.195246,106,43.398283
-140.467293,78,43.436344
-169.59549,101,43.477343
-87.251249,110,43.545406
-91.442232,74,43.573454
-112.377305,124,43.635454
-61.964246,83,43.67957
-54.895502,88,43.723687
0.578967,128,43.80282
-120.256466,94,43.84688
-90.777224,66,43.888059
-102.343717,66,43.912059
-14.459688,89,43.959133
-62.962242,114,44.016254
-82.342303,72,44.055401
-60.292012,81,44.105461
-29.843205,74,44.132461
-44.561242,94,44.167672
-54.71599,70,44.205709
-84.229734,88,44.242709
-66.071131,83,44.27547
-150.259704,124,44.342171
-40.945879,108,44.398409
-68.521064,104,44.462521
-177.237686,105,44.526795
-17.767751,114,44.586795
-114.049231,67,44.628925
-57.284804,108,44.681925
-65.344897,100,44.730045
-146.159603,84,44.785156
-77.13858,82,44.833279
30.628135,131,44.903405
-80.676268,81,44.933444
-169.590458,100,44.983445
-23.228512,145,45.074357
-131.744057,80,45.124441
-109.758485,102,45.181507
-85.62697,90,45.241695
