#{"t_start": 1777565293.870536, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
1.5605,8,51.286537
1.617,7,51.291539
1.6685,6,51.296538
1.617,7,51.300602
1.573,8,51.307599
1.671,6,51.315599
1.725,5,51.3216
1.725,5,51.3276
1.671,6,51.336687
1.671,6,51.342687
1.725,5,51.353768
1.5655,8,51.363766
1.6685,6,51.369767
1.4575,10,51.381766
1.725,5,51.386767
1.671,6,51.392765
1.6735,6,51.399837
1.671,6,51.40384
1.725,5,51.40984
1.725,5,51.41284
1.725,5,51.41684
1.6195,7,51.421839
1.622,7,51.42784
1.622,7,51.431916
1.6735,6,51.437912
1.509,9,51.44291
1.455,10,51.450966
1.627,7,51.456966
1.6245,7,51.468025
1.563,8,51.477025
1.612,7,51.486025
1.6685,6,51.491025
1.411,11,51.503079
-0.224,41,51.543202
1.401,11,51.551322
1.622,7,51.557324
1.5605,8,51.563324
1.671,6,51.566467
1.725,5,51.576461
1.509,9,51.585461
1.725,5,51.590461
1.725,5,51.595461
0.8685,21,51.619461
1.671,6,51.624461
0.812,22,51.650595
1.617,7,51.655596
1.725,5,51.661596
1.725,5,51.664649
1.725,5,51.667648
1.5655,8,51.67365
1.671,6,51.677649
0.429,29,51.703105
1.725,5,51.706105
1.622,7,51.712105
1.4775,10,51.719105
1.612,7,51.728105
1.563,8,51.736165
1.725,5,51.741165
1.6685,6,51.748228
1.612,7,51.754229
1.725,5,51.758227
1.622,7,51.766293
